"check on registration costs","Fee_Info"
"cost drivers license","Fee_Info"
"Cost for title","Fee_Info"
"how much does a drivers license cost","Fee_Info"
"how much is an ID","Fee_Info"
"yes hello","Chitchat_Hello"
"hi","Chitchat_Hello"
"hello yeah","Chitchat_Hello"
"Hello","Chitchat_Hello"
"copy of receipt","Request_Receipt"
"i need a copy of my receipt","Request_Receipt"
"need to get a receipt for a title and registration","Request_Receipt"
"receipt for payments","Request_Receipt"
"cancel a drivers license","Cancel_Registration_or_License"
"cancel vehicle registrations","Cancel_Registration_or_License"
"commercial drivers license cancel","Cancel_Registration_or_License"
"i need to cancel a vehicle registration","Cancel_Registration_or_License"
"i would like to cancel my state identification card","Cancel_Registration_or_License"
"i want to confirm cancellation of my registration","Cancel_Registration_or_License"
"questions about cancelling registration for a vehicle","Cancel_Registration_or_License"
"cancel a registration","Cancel_Registration_or_License"
"cancel a title or registration","Cancel_Registration_or_License"
"can I talk to a real person","General_Request_Agent"
"customer service","General_Request_Agent"
"i want an agent","General_Request_Agent"
"talk to a person","General_Request_Agent"
"can i speak to a person","General_Request_Agent"
"change name on id","Name_Change"
"i got married and my name changed","Name_Change"
"New last name","Name_Change"
"Change name","Name_Change"
"Change my name","Name_Change"
"change my last name","Name_Change"
"Taking walk in","Walk_In"
"Is an appointment required","Walk_In"
"do i need an appointment for my test","Walk_In"
"do i have to have an appointment?","Walk_In"
"I would like to know if I could walk in and get my picture for my license","Walk_In"
"walk in appointment","Walk_In"
"how long is the wait to be seen","Walk_In"
"can i show up for a walk in at the State BMV","Walk_In"
"i sold a vehicle","Report_Sold_Vehicle"
"report a sold vehicle","Report_Sold_Vehicle"
"sold my motorcycle","Report_Sold_Vehicle"
"sold vehicle","Report_Sold_Vehicle"
"Gave my car to someone","Report_Sold_Vehicle"
"i sold a car","Report_Sold_Vehicle"
"Need temporary disabled permit","Vehicle_Permit"
"I need a disabled permit","Vehicle_Permit"
"Replace my program parking permit","Vehicle_Permit"
"Replace handicap sticker","Vehicle_Permit"
"Parking placard","Vehicle_Permit"
"i was double charged on my drivers license renewal","Refund_Overcharge"
"i'd like a refund","Refund_Overcharge"
"have a question regarded to a refund","Refund_Overcharge"
"i got double charged for my new ID","Refund_Overcharge"
"ok thank you","Chitchat_Thanks"
"great, thanks","Chitchat_Thanks"
"wallet was stolen","Report_Stolen"
"i need to report a stolen car","Report_Stolen"
"report a stolen car","Report_Stolen"
"my plates were stolen","Report_Stolen"
"my registration was stolen","Report_Stolen"
"license plate stolen off vehicle","Report_Stolen"
"stolen real id","Report_Stolen"
"my permit was stolen","Report_Stolen"
"my id was stolen","Report_Stolen"
"my drivers license was stolen","Report_Stolen"
"this is not helpful","General_Negative_Feedback"
"I hate you","General_Negative_Feedback"
"I hate this!","General_Negative_Feedback"
"You were NO help at all","General_Negative_Feedback"
"That didn't help","General_Negative_Feedback"
"I have a complaint","General_Negative_Feedback"
"Bye bye","Chitchat_Goodbye"
"I'm all done here","Chitchat_Goodbye"
"Goodbye","Chitchat_Goodbye"
"what can I ask you","Chitchat_VA_About"
"are you a robot?","Chitchat_VA_About"
"What's your name?","Chitchat_VA_About"
"what can you do","Chitchat_VA_About"
"who are you","Chitchat_VA_About"
"How can I register my car","License_or_ID"
"Need to renew my ID card","License_or_ID"
"Renew my driver permit","License_or_ID"
"I want a motorcycle license","License_or_ID"
"Need ID","License_or_ID"
"Need a driver permit","License_or_ID"
"How do I get a driving permit","License_or_ID"
"how do i go get a license","License_or_ID"
"i'm unable to log in on the website","Login_Issue"
"help signing in to online portal","Login_Issue"
"i need to reset my password","Login_Issue"
"i need a security code to log on","Login_Issue"
"Online issues","Login_Issue"
"online account problem","Login_Issue"
"the security code was never sent","Login_Issue"
"problem signing onto my account","Login_Issue"
"i need my driver's license ID number","Get_ID_Number"
"need my ID number","Get_ID_Number"
"i need to find out my ID number","Get_ID_Number"
"State license id number","Get_ID_Number"
"Get my license reinstated","License_Reinstatement"
"What's the status of my license","License_Reinstatement"
"Get my license back","License_Reinstatement"
"How do I reinstate my license","License_Reinstatement"
"what is the status of my drivers license","License_Reinstatement"
"what's my license status","License_Reinstatement"
"Cancel my appointment","Appointment"
"Change my appointment","Appointment"
"book an appointment","Appointment"
"appointment information","Appointment"
"i need an appointment","Appointment"
"Get an appointment","Appointment"
"i have a new phone number","Change_Contact_Records"
"Address change","Change_Contact_Records"
"i would like to change the address on my license","Change_Contact_Records"
"I didn't received my identification","Item_Not_Received"
"Why is it taking so long to get a title","Item_Not_Received"
"we did not receive our drivers permit","Item_Not_Received"
"Title never came","Item_Not_Received"
"I didn't receive my license","Item_Not_Received"
"I didn't receive my ID","Item_Not_Received"
"Didn't get my license","Item_Not_Received"
"Didn't get my ID","Item_Not_Received"
"i'm waiting on my plates","Item_Not_Received"
"check title status","Item_Not_Received"
"checking on my registration status","Item_Not_Received"
"Didn't get my permit","Item_Not_Received"
"i have not received my title yet","Item_Not_Received"
"i haven't received my license in the mail","Item_Not_Received"
"i need to know where the title is","Item_Not_Received"
"Didn't get my tags","Item_Not_Received"
"my registration was lost in the mail","Item_Not_Received"
"is there a tracking number for items sent by mail","Item_Not_Received"
"what is your address","Office_Information"
"What are the hours","Office_Information"
"what are BMV hours today at location","Office_Information"
"what is the phone number for the Cleveland office","Office_Information"
"phone number for grandview bmv","Office_Information"
"what is your phone number","Office_Information"
"Add a person to the title","Vehicle_Title"
"replace stolen title","Vehicle_Title"
"Get a title in my name","Vehicle_Title"
"Title transfers","Vehicle_Title"
"I lost my title","Vehicle_Title"
"how do I change a title","Vehicle_Title"
"Do you take debit cards","Payment_Methods"
"What payment types do you accept","Payment_Methods"
"payment options","Payment_Methods"
"I was in an accident","Accident_Report"
"Need to report an accident","Accident_Report"
